# file...... ratDigest_METER_R2-12-47-2_tm_173.csv
# date...... Thu Oct 12 13:33:21 2017
# user...... dpinney
# host...... (null)
# target.... triplex_meter 1212
# trigger... (none)
# interval.. 800
# limit..... 0
# timestamp,measured_real_energy, measured_real_power, measured_reactive_power, measured_voltage_1, measured_voltage_2
2009-01-01 12:00:00 CST,+0,+5851.87,+78.9515,+128.494-90.8316d,+128.68-90.7952d
2009-01-01 12:13:20 CST,+1312.81,+5665.87,+76.5836,+123.894-90.737d,+124.081-90.6991d
2009-01-01 12:26:40 CST,+2625.03,+6340.15,+298.99,+123.925-90.6847d,+124.107-90.6478d
