# file...... ratDigest_METER_R2-12-47-2_tm_69.csv
# date...... Tue Oct  3 14:29:50 2017
# user...... dpinney
# host...... (null)
# target.... triplex_meter 1108
# trigger... (none)
# interval.. 800
# limit..... 0
# timestamp,measured_real_energy, measured_real_power, measured_reactive_power, measured_voltage_1, measured_voltage_2
2009-01-01 12:00:00 CST,+0,+14143.4,+208.659,+128.368-90.5518d,+128.554-90.5125d
2009-01-01 12:13:20 CST,+2214.51,+7589.69,+202.979,+124.694-90.4434d,+124.878-90.4035d
2009-01-01 12:26:40 CST,+3926.87,+7591.86,+203.041,+124.734-90.4206d,+124.918-90.3807d
2009-01-01 12:40:00 CST,+5615.15,+7536.08,+202.96,+124.684-90.4182d,+124.864-90.379d
2009-01-01 12:53:20 CST,+7241.07,+6800.65,+35,+124.621-90.4538d,+124.795-90.416d
2009-01-01 13:06:40 CST,+8864.16,+6803.36,+35,+124.678-90.4343d,+124.852-90.3965d
2009-01-01 13:20:00 CST,+10450.7,+7300.52,+202.817,+124.596-90.4196d,+124.766-90.3825d
2009-01-01 13:33:20 CST,+12013.2,+7682.86,+314.638,+124.573-90.3977d,+124.744-90.3606d
2009-01-01 13:46:40 CST,+13576.5,+6640.03,+35,+124.454-90.422d,+124.621-90.3856d
