# file...... RADICS_sub_2_SCADA_power.csv
# date...... Tue Aug 29 07:28:49 2017
# user...... thek306
# host...... (null)
# target.... transformer 50661
# trigger... (none)
# interval.. 4
# limit..... 0
# timestamp,power_out_real, power_out_imag, power_out_A.real, power_out_A.imag, power_out_B.real, power_out_B.imag, power_out_C.real, power_out_C.imag
2009-07-01 09:02:08 EDT,+12753671.0218,+341955.16836,+4468442.21478,+124007.118011,+3887754.00349,+98004.7237782,+4397474.80353,+119943.326571
2009-07-01 09:02:12 EDT,+12740096.0967,+337915.18169,+4466249.38615,+123310.886164,+3877897.00461,+95156.0468076,+4395949.70598,+119448.248719
2009-07-01 09:02:16 EDT,+12721573.6712,+331315.30295,+4463421.78779,+122377.850798,+3866528.3191,+90922.9747951,+4391623.56429,+118014.477357
2009-07-01 09:02:20 EDT,+12714102.5453,+328837.492534,+4462602.28896,+122114.479745,+3863582.33549,+89947.9749481,+4387917.92081,+116775.037841
2009-07-01 09:02:24 EDT,+12701322.3414,+325025.938149,+4460572.97924,+121459.577816,+3860741.47525,+89040.5741337,+4380007.88689,+114525.786199
2009-07-01 09:02:28 EDT,+12699529.2614,+324254.044266,+4458309.73055,+120714.859587,+3860742.33896,+89043.3903496,+4380477.19192,+114495.794329
2009-07-01 09:02:32 EDT,+12696240.4813,+323174.109293,+4456661.0025,+120148.071613,+3860195.33033,+88875.6643481,+4379384.1485,+114150.373332
2009-07-01 09:02:36 EDT,+12695090.905,+322765.392234,+4456706.25634,+120155.167935,+3858882.23272,+88458.8928329,+4379502.41595,+114151.331466
2009-07-01 09:02:40 EDT,+12713899.5221,+322989.615725,+4475450.71896,+120346.360517,+3858950.90992,+88465.8969018,+4379497.89324,+114177.358306
2009-07-01 09:02:44 EDT,+12712930.7472,+322654.391153,+4474369.56851,+120007.811315,+3859063.60576,+88466.9786778,+4379497.57289,+114179.601161
2009-07-01 09:02:48 EDT,+12708381.6781,+321394.742433,+4470895.132,+119101.092479,+3859063.04721,+88471.7296523,+4378423.49886,+113821.920302
2009-07-01 09:02:52 EDT,+12701517.1298,+320932.216466,+4469822.46087,+118731.194284,+3859061.35864,+88484.8598198,+4372633.31024,+113716.162362
2009-07-01 09:02:56 EDT,+12696260.5167,+320890.244112,+4469846.7642,+118733.130795,+3859060.24532,+88490.7487813,+4367353.50715,+113666.364536
2009-07-01 09:03:00 EDT,+12696487.1119,+320918.699919,+4469920.80162,+118743.880578,+3859174.90265,+88498.6019698,+4367391.40765,+113676.217371
2009-07-01 09:03:04 EDT,+12686343.8379,+318200.780327,+4462828.21587,+116822.276506,+3851442.08281,+86457.8785577,+4372073.53922,+114920.625264
2009-07-01 09:03:08 EDT,+12672247.0756,+313852.206357,+4448914.94784,+112539.505135,+3851447.22967,+86455.1189203,+4371884.89804,+114857.582302
2009-07-01 09:03:12 EDT,+12691065.3325,+314120.090499,+4473591.32827,+112824.055612,+3851448.42343,+86461.8891123,+4366025.58081,+114834.145776
2009-07-01 09:03:16 EDT,+12685118.1406,+313954.580774,+4467862.82322,+112705.329808,+3851232.17323,+86398.8013426,+4366023.14414,+114850.449623
2009-07-01 09:03:20 EDT,+12684899.1796,+313888.093914,+4467862.89351,+112705.300204,+3851232.12649,+86399.2047781,+4365804.1596,+114783.588932
2009-07-01 09:03:24 EDT,+12674075.1241,+311038.998305,+4464421.72744,+111773.836461,+3851232.44237,+86411.2666553,+4358420.95432,+112853.895189
2009-07-01 09:03:28 EDT,+12674111.4835,+311039.655764,+4464458.08583,+111774.610876,+3851232.42403,+86411.2491332,+4358420.97362,+112853.795755
2009-07-01 09:03:32 EDT,+12674712.217,+311022.976736,+4469312.03036,+111791.362554,+3851231.45296,+86416.0746987,+4354168.73371,+112815.539483
2009-07-01 09:03:36 EDT,+12661369.6347,+307462.810439,+4468879.77685,+111662.512629,+3846928.31582,+85316.2305991,+4345561.54207,+110484.067211
2009-07-01 09:03:40 EDT,+12661019.3207,+307298.465172,+4468909.26634,+111662.51635,+3847096.24096,+85318.8256195,+4345013.81341,+110317.123202
2009-07-01 09:03:44 EDT,+12643353.3486,+305815.803459,+4463992.17642,+110372.655208,+3847094.88002,+85333.1596646,+4332266.29211,+110109.988586
2009-07-01 09:03:48 EDT,+12638785.0312,+305785.279832,+4459355.14083,+110333.998275,+3847130.41755,+85334.8093476,+4332299.47278,+110116.47221
2009-07-01 09:03:52 EDT,+12638282.5383,+305617.556188,+4458810.06635,+110164.213542,+3847130.69587,+85334.6130128,+4332341.77606,+110118.729633
2009-07-01 09:03:56 EDT,+12638317.4178,+305617.959245,+4458810.05487,+110164.195701,+3847130.704,+85334.5620209,+4332376.65893,+110119.201523
2009-07-01 09:04:00 EDT,+12625426.9354,+303400.081355,+4453394.68961,+108662.983008,+3852670.64688,+86782.6865227,+4319361.59889,+107954.411825
2009-07-01 09:04:04 EDT,+12609222.1142,+300692.247638,+4437153.16041,+105954.384423,+3852670.81996,+86781.8913565,+4319398.13383,+107955.971858
2009-07-01 09:04:08 EDT,+12608630.7765,+303635.564347,+4438568.46131,+107977.223479,+3852670.5545,+86788.7682619,+4317391.76073,+108869.572605
2009-07-01 09:04:12 EDT,+12598319.7029,+300895.912127,+4432598.06557,+106354.699233,+3852672.40265,+86794.0373305,+4313049.23469,+107747.175564
2009-07-01 09:04:16 EDT,+12596451.7566,+300321.047181,+4426925.96157,+104791.63767,+3856427.86014,+87761.8055236,+4313097.93487,+107767.603987
2009-07-01 09:04:20 EDT,+12604701.9493,+302896.881241,+4426977.8547,+104794.599413,+3856487.53223,+87740.0510901,+4321236.56238,+110362.230738
2009-07-01 09:04:24 EDT,+12584997.1583,+300754.660991,+4423984.73133,+103986.084299,+3856483.49701,+87776.8258174,+4304528.92998,+108991.750875
2009-07-01 09:04:28 EDT,+12579931.4591,+299385.414824,+4423758.22548,+103889.473898,+3856511.4003,+87785.2746397,+4299661.83328,+107710.666287
2009-07-01 09:04:32 EDT,+12572230.4214,+298668.997378,+4423760.653,+103890.379389,+3856662.37254,+87799.3281972,+4291807.39585,+106979.289792
2009-07-01 09:04:36 EDT,+12575276.266,+299792.301116,+4422319.92634,+103864.768474,+3856663.7098,+87794.3260157,+4296292.62986,+108133.206626
2009-07-01 09:04:40 EDT,+12565567.4463,+298667.846265,+4416582.14322,+103753.52673,+3856665.74424,+87803.1188312,+4292319.55886,+107111.200704
2009-07-01 09:04:44 EDT,+12555764.7509,+296110.927791,+4416608.474,+103772.619597,+3846833.04781,+85228.0207839,+4292323.22912,+107110.28741
2009-07-01 09:04:48 EDT,+12541442.6233,+292306.415007,+4416612.06661,+103771.705788,+3846876.73089,+85248.2896511,+4277953.82583,+103286.419568
2009-07-01 09:04:52 EDT,+12537665.0724,+291256.480694,+4416612.72933,+103772.209375,+3846500.09159,+85120.9828061,+4274552.25149,+102363.288513
2009-07-01 09:04:56 EDT,+12531400.3324,+289673.713941,+4421978.2045,+103889.941935,+3840153.08645,+83480.3533613,+4269269.04145,+102303.418645
2009-07-01 09:05:00 EDT,+12531547.0587,+289693.423509,+4422073.97893,+103896.392205,+3840176.39263,+83486.3810682,+4269296.68714,+102310.650236
2009-07-01 09:05:04 EDT,+12523214.8187,+288467.688758,+4418372.0613,+103884.120167,+3840175.73796,+83492.2930834,+4264667.01939,+101091.275508
2009-07-01 09:05:08 EDT,+12523233.2736,+288467.830631,+4418372.05566,+103884.112526,+3840175.75502,+83492.2830978,+4264685.46289,+101091.435007
2009-07-01 09:05:12 EDT,+12519071.202,+288400.55474,+4414209.83089,+103802.777359,+3840177.73087,+83494.6742536,+4264683.6402,+101103.103127
2009-07-01 09:05:16 EDT,+12522052.1376,+291700.780292,+4419532.85024,+105809.454186,+3841554.84978,+84867.0725134,+4260964.43754,+101024.253592
2009-07-01 09:05:20 EDT,+12514756.7321,+289659.987363,+4425438.84044,+107399.113023,+3832576.88194,+81290.363131,+4256741.00969,+100970.511208
2009-07-01 09:05:24 EDT,+12504200.7657,+288239.309238,+4419728.48445,+107279.452605,+3832578.20465,+81306.2166449,+4251894.07657,+99653.6399882
2009-07-01 09:05:28 EDT,+12504284.6642,+288240.096855,+4419786.6969,+107280.270184,+3832603.87265,+81306.3164594,+4251894.09463,+99653.5102118
2009-07-01 09:05:32 EDT,+12495596.9006,+287215.535851,+4425014.95364,+108687.456283,+3823398.90578,+78927.3886603,+4247183.04122,+99600.6909083
2009-07-01 09:05:36 EDT,+12510519.2053,+291098.656834,+4439867.20978,+112598.400711,+3823394.22996,+78928.4215988,+4247257.76553,+99571.8345236
2009-07-01 09:05:40 EDT,+12510412.6708,+291103.262765,+4439865.47176,+112598.841868,+3823394.91383,+78922.0096334,+4247152.28526,+99582.4112634
2009-07-01 09:05:44 EDT,+12526301.918,+290073.135793,+4439786.31049,+111809.598487,+3828732.27417,+80299.9262942,+4257783.33329,+97963.6110123
2009-07-01 09:05:48 EDT,+12522268.8485,+290037.148009,+4439820.89991,+111816.712071,+3824586.72475,+80253.6256312,+4257861.22388,+97966.8103063
2009-07-01 09:05:52 EDT,+12523518.6045,+291845.878584,+4434118.71922,+111770.397138,+3824589.93875,+80238.439383,+4264809.94652,+99837.0420626
2009-07-01 09:05:56 EDT,+12532126.2776,+294152.32983,+4434114.08257,+111771.789594,+3824592.61952,+80214.8255369,+4273419.5755,+102165.714699
2009-07-01 09:06:00 EDT,+12518466.512,+291649.456646,+4434100.87232,+111772.858316,+3815165.91369,+77754.45008,+4269199.72597,+102122.14825
2009-07-01 09:06:04 EDT,+12508704.0057,+291571.16013,+4429431.58883,+111738.218019,+3815297.80426,+77764.7909651,+4263974.61257,+102068.151146
2009-07-01 09:06:08 EDT,+12490074.9662,+288230.61829,+4414481.99153,+109337.225217,+3815361.33376,+77774.1383113,+4260231.64091,+101119.254761
2009-07-01 09:06:12 EDT,+12483346.1804,+286473.738096,+4414480.94045,+109346.17892,+3809070.58003,+76142.2235629,+4259794.65995,+100985.335613
2009-07-01 09:06:16 EDT,+12481854.9548,+287930.979822,+4420263.40476,+110906.319532,+3809065.66652,+76154.7960556,+4252525.88349,+100869.864234
2009-07-01 09:06:20 EDT,+12472709.0273,+287690.673487,+4411287.51521,+110734.384018,+3809069.66773,+76160.1303925,+4252351.84436,+100796.159077
2009-07-01 09:06:24 EDT,+12491080.1398,+289448.250331,+4411294.06489,+110734.663453,+3805439.10269,+75148.5627959,+4274346.97219,+103565.024082
2009-07-01 09:06:28 EDT,+12486013.4518,+288144.116522,+4411293.13753,+110741.678895,+3800372.16373,+73837.6459119,+4274348.1505,+103564.791715
2009-07-01 09:06:32 EDT,+12482896.4141,+287314.974662,+4413503.309,+111319.282345,+3800370.4316,+73844.9905294,+4269022.67348,+102150.701788
2009-07-01 09:06:36 EDT,+12478717.9004,+287664.019625,+4413563.81337,+112818.930367,+3800514.89703,+73852.2924783,+4264639.19003,+100992.79678
2009-07-01 09:06:40 EDT,+12474782.9893,+287870.457678,+4408796.2005,+112807.142799,+3801347.91159,+74070.0590861,+4264638.87717,+100993.255793
2009-07-01 09:06:44 EDT,+12480752.7477,+289023.195946,+4419209.18628,+115129.896453,+3801344.59428,+74075.6074904,+4260198.96716,+99817.6920028
2009-07-01 09:06:48 EDT,+12476707.2102,+288957.546161,+4415024.30937,+115048.134097,+3801346.5836,+74077.7204885,+4260336.31725,+99831.6915762
2009-07-01 09:06:52 EDT,+12462782.721,+287652.806023,+4406230.92221,+113754.111032,+3801479.30876,+74085.9597705,+4255072.48999,+99812.7352203
2009-07-01 09:06:56 EDT,+12459573.5455,+287508.666215,+4403239.76103,+113697.773317,+3801591.81455,+74089.0821821,+4254741.96997,+99721.8107166
2009-07-01 09:07:00 EDT,+12452249.8237,+285582.566933,+4403339.50594,+113707.147734,+3801604.72576,+74102.0468281,+4247305.59198,+97773.3723702
2009-07-01 09:07:04 EDT,+12448752.3191,+285554.091602,+4403422.92214,+113714.002422,+3797889.49138,+74063.8824937,+4247439.90556,+97776.2066868
2009-07-01 09:07:08 EDT,+12448921.4746,+285556.39497,+4403485.60568,+113715.129711,+3797889.48948,+74063.6678246,+4247546.3794,+97777.5974344
2009-07-01 09:07:12 EDT,+12443754.0283,+285361.59044,+4403051.72861,+113589.089066,+3797887.83309,+74073.6837297,+4242814.46663,+97698.8176445
2009-07-01 09:07:16 EDT,+12409432.9983,+277730.358322,+4392756.63831,+110235.74458,+3784778.73682,+71141.3662175,+4231897.6232,+96353.2475242
2009-07-01 09:07:20 EDT,+12411778.5701,+279546.631426,+4395056.78222,+112062.745839,+3784777.07325,+71141.6820586,+4231944.71467,+96342.2035287
2009-07-01 09:07:24 EDT,+12421604.8995,+282482.435965,+4393487.28375,+112025.903142,+3791148.71731,+72774.6988132,+4236968.8984,+97681.8340103
2009-07-01 09:07:28 EDT,+12423416.4035,+284312.888792,+4400615.47508,+113962.057845,+3791142.94296,+72788.0306926,+4231657.98551,+97562.8002552
2009-07-01 09:07:32 EDT,+12423045.9541,+285401.086693,+4395849.02135,+113917.428197,+3795486.95688,+73914.3386262,+4231709.9759,+97569.3198703
2009-07-01 09:07:36 EDT,+12419341.2285,+285393.5986,+4392144.27007,+113909.789557,+3795486.99012,+73914.1877484,+4231709.96828,+97569.621295
2009-07-01 09:07:40 EDT,+12414015.4058,+283952.970472,+4392204.16258,+113910.223478,+3795485.4419,+73927.8972783,+4226325.80132,+96114.8497162
2009-07-01 09:07:44 EDT,+12387591.7813,+280302.877217,+4389794.65606,+113386.587738,+3790142.06657,+72571.0629966,+4207655.05865,+94345.2264827
2009-07-01 09:07:48 EDT,+12382100.1052,+278821.623059,+4389947.30671,+113398.969569,+3784495.69436,+71078.1900416,+4207657.10413,+94344.4634481
2009-07-01 09:07:52 EDT,+12373999.1695,+276612.442587,+4381772.10305,+111162.733162,+3784573.08742,+71077.7392003,+4207653.97902,+94371.970225
2009-07-01 09:07:56 EDT,+12360613.3106,+274474.1778,+4377317.59568,+109958.253801,+3778585.26888,+70971.3226069,+4204710.44606,+93544.6013917
2009-07-01 09:08:00 EDT,+12361872.9109,+276322.141653,+4380352.05896,+110788.721231,+3772200.87466,+70779.6513439,+4209319.97726,+94753.7690781
2009-07-01 09:08:04 EDT,+12356623.5976,+274935.33924,+4375431.35494,+109493.882582,+3771873.04848,+70680.4236348,+4209319.19422,+94761.0330238
2009-07-01 09:08:08 EDT,+12361584.4045,+277103.039561,+4384552.07323,+111866.220815,+3771430.58248,+70556.8995744,+4205601.7488,+94679.9191721
2009-07-01 09:08:12 EDT,+12361670.2564,+277103.610804,+4384637.90039,+111866.897606,+3771430.58299,+70556.8842033,+4205601.77307,+94679.8289955
2009-07-01 09:08:16 EDT,+12352842.3967,+277052.678064,+4380957.9219,+111868.224069,+3766212.22133,+70501.1837192,+4205672.25353,+94683.2702752
2009-07-01 09:08:20 EDT,+12347525.6947,+275649.388726,+4380985.14071,+111867.895038,+3766211.22486,+70510.0126659,+4200329.3291,+93271.4810228
2009-07-01 09:08:24 EDT,+12338466.9145,+277609.56475,+4386936.81714,+114756.33375,+3772497.14424,+72195.5070398,+4179032.95309,+90657.7239593
2009-07-01 09:08:28 EDT,+12335389.6799,+276740.331916,+4386971.40916,+114755.648732,+3772567.02452,+72208.0031736,+4175851.24624,+89776.68001
2009-07-01 09:08:32 EDT,+12335549.6492,+276742.326503,+4387031.77414,+114756.830147,+3772627.15093,+72208.5133874,+4175890.7241,+89776.9829684
2009-07-01 09:08:36 EDT,+12329723.3364,+275183.485986,+4381204.79195,+113182.52435,+3772629.7372,+72207.8437825,+4175888.80722,+89793.1178535
2009-07-01 09:08:40 EDT,+12326075.3442,+275135.21589,+4377502.0537,+113122.981137,+3772686.03276,+72210.2576532,+4175887.25774,+89801.9770993
2009-07-01 09:08:44 EDT,+12319507.5009,+274559.198945,+4370905.80388,+112531.431459,+3772716.57494,+72212.5952097,+4175885.12208,+89815.172276
2009-07-01 09:08:48 EDT,+12324563.6946,+276614.680784,+4375962.96764,+114601.243309,+3772714.0455,+72215.0721064,+4175886.68143,+89798.3653685
2009-07-01 09:08:52 EDT,+12326565.1269,+278640.121489,+4376009.08208,+114620.47661,+3766868.87905,+72111.4404133,+4183687.16576,+91908.2044658
2009-07-01 09:08:56 EDT,+12310915.9481,+275410.748142,+4364188.31849,+112398.838925,+3762944.16077,+71075.2336495,+4183783.46884,+91936.6755672
2009-07-01 09:09:00 EDT,+12318218.7683,+277243.23406,+4371428.84127,+114223.46484,+3762956.70543,+71078.7813339,+4183833.22159,+91940.9878869
2009-07-01 09:09:04 EDT,+12309491.0132,+276118.057454,+4371434.1634,+114226.069004,+3762953.77817,+71099.4646187,+4175103.07167,+90792.5238306
2009-07-01 09:09:08 EDT,+12309491.0205,+276118.057808,+4371434.16896,+114226.060917,+3762953.77986,+71099.4660479,+4175103.07168,+90792.5308437
2009-07-01 09:09:12 EDT,+12302068.6333,+277901.302168,+4356610.80132,+114047.603509,+3762959.66759,+71092.4982046,+4182498.16437,+92761.2004549
2009-07-01 09:09:16 EDT,+12299868.6503,+277628.390721,+4351109.94011,+112554.569546,+3762962.73294,+71085.9803934,+4185795.97722,+93987.8407821
2009-07-01 09:09:20 EDT,+12280749.7254,+273957.500893,+4337037.34501,+110219.487629,+3762964.39048,+71100.5184978,+4180747.98987,+92637.494766
2009-07-01 09:09:24 EDT,+12280794.0228,+276415.338414,+4337206.31542,+110212.885608,+3768559.28217,+73654.4468213,+4175028.42524,+92548.0059841
2009-07-01 09:09:28 EDT,+12271287.8102,+276765.370887,+4331635.13044,+110237.631913,+3764563.60761,+73963.9633328,+4175089.07219,+92563.7756412
2009-07-01 09:09:32 EDT,+12291341.6267,+281962.108356,+4331637.28968,+110207.677024,+3778553.14272,+77613.7872294,+4181151.19429,+94140.6441027
2009-07-01 09:09:36 EDT,+12297225.8817,+283477.002257,+4331638.35837,+110199.640437,+3784437.97669,+79136.4358106,+4181149.54663,+94140.9260092
2009-07-01 09:09:40 EDT,+12288260.0636,+282046.132764,+4331641.98513,+110202.084919,+3784435.67334,+79151.2469114,+4172182.40516,+92692.8009331
2009-07-01 09:09:44 EDT,+12294088.2783,+284727.350961,+4342205.57958,+112903.118928,+3779699.62893,+79131.6000148,+4172183.06976,+92692.6320177
2009-07-01 09:09:48 EDT,+12280320.0558,+284582.871615,+4342208.64954,+112914.765266,+3775452.91473,+79103.7748292,+4162658.49151,+92564.33152
2009-07-01 09:09:52 EDT,+12280867.1038,+286701.42844,+4342756.79205,+115036.314965,+3775452.05443,+79108.8157073,+4162658.25732,+92556.2977673
2009-07-01 09:09:56 EDT,+12284232.4592,+287579.197776,+4348887.17678,+116660.56802,+3775511.40665,+79113.9922439,+4159833.87574,+91804.6375128
2009-07-01 09:10:00 EDT,+12265677.0181,+282616.46672,+4334109.2613,+112730.100501,+3776153.24299,+79270.3260973,+4155414.51385,+90616.0401218
2009-07-01 09:10:04 EDT,+12270654.2693,+283904.652365,+4339086.96283,+114025.327925,+3776151.89184,+79270.5985971,+4155415.41466,+90608.7258434
2009-07-01 09:10:08 EDT,+12270704.3236,+283904.98762,+4339137.02085,+114025.726264,+3776151.88109,+79270.5918749,+4155415.42161,+90608.6694811
2009-07-01 09:10:12 EDT,+12263675.6567,+282923.96386,+4332088.64452,+113021.646004,+3776174.79243,+79272.3727223,+4155412.21977,+90629.9451343
2009-07-01 09:10:16 EDT,+12279485.815,+288298.246141,+4336850.72912,+113083.077008,+3777608.13898,+82085.7891601,+4165026.94687,+93129.3799731
2009-07-01 09:10:20 EDT,+12279447.4057,+287941.170701,+4342288.61474,+114547.363069,+3775263.17754,+81511.7973578,+4161895.61343,+91882.0102737
2009-07-01 09:10:24 EDT,+12292209.1987,+288174.863274,+4342281.62456,+114539.126302,+3775267.79736,+81486.7047932,+4174659.77677,+92149.0321792
2009-07-01 09:10:28 EDT,+12276395.3315,+286692.644671,+4330679.83662,+112946.276032,+3770539.2189,+81454.2425432,+4175176.27593,+92292.126096
2009-07-01 09:10:32 EDT,+12270099.0553,+285006.724759,+4330682.31221,+112951.689405,+3769232.23392,+81096.3866211,+4170184.50921,+90958.648733
2009-07-01 09:10:36 EDT,+12262401.5191,+284937.483029,+4322790.5876,+112866.486078,+3769294.34321,+81098.6301362,+4170316.58827,+90972.3668142
2009-07-01 09:10:40 EDT,+12258057.4191,+283721.652308,+4314832.49899,+110703.359459,+3769367.21206,+81093.6451814,+4173857.70808,+91924.6476681
2009-07-01 09:10:44 EDT,+12258134.798,+283722.279823,+4314832.50221,+110703.28356,+3769414.89057,+81094.1241579,+4173887.40525,+91924.8721051
2009-07-01 09:10:48 EDT,+12266871.7934,+286033.068293,+4314903.34683,+110706.008635,+3769417.69838,+81070.6342729,+4182550.74815,+94256.4253845
2009-07-01 09:10:52 EDT,+12271952.6715,+284069.928421,+4315062.24838,+110703.027091,+3769417.7808,+81077.9336698,+4187472.64227,+92288.9676606
2009-07-01 09:10:56 EDT,+12283198.6386,+287049.405198,+4320859.87551,+112259.610214,+3769416.19313,+81065.0020544,+4192922.56998,+93724.7929296
2009-07-01 09:11:00 EDT,+12289719.223,+289663.424824,+4320893.98238,+112260.414958,+3774653.33716,+82431.2785619,+4194171.90349,+94971.7313042
2009-07-01 09:11:04 EDT,+12293776.1298,+290727.751811,+4320929.04036,+112261.60648,+3774691.00519,+82420.1865093,+4198156.08421,+96045.9588223
2009-07-01 09:11:08 EDT,+12292027.126,+290255.057472,+4318850.77142,+111683.925475,+3775021.12576,+82518.8095325,+4198155.22882,+96052.3224639
2009-07-01 09:11:12 EDT,+12326001.6276,+300323.773869,+4318891.57175,+111658.559397,+3794485.14285,+88780.8830333,+4212624.91301,+99884.3314392
2009-07-01 09:11:16 EDT,+12317427.3972,+296182.04974,+4313564.47565,+108695.069647,+3794517.06621,+88786.0152832,+4209345.85538,+98700.9648105
2009-07-01 09:11:20 EDT,+12304389.1719,+292791.973918,+4304495.62963,+106325.762165,+3794529.0273,+88791.007859,+4205364.51495,+97675.2038939
2009-07-01 09:11:24 EDT,+12304638.6355,+292795.23036,+4304643.75491,+106328.341331,+3794594.11509,+88791.635839,+4205400.76549,+97675.2531896
2009-07-01 09:11:28 EDT,+12299431.2954,+290808.998263,+4299406.24328,+104325.098308,+3794597.22149,+88789.1920589,+4205427.83062,+97694.7078956
2009-07-01 09:11:32 EDT,+12296711.5597,+290099.532465,+4302280.33581,+105119.144304,+3788999.59629,+87295.857639,+4205431.62757,+97684.5305225
